,metadata,sent,mvi,inf,xobj
831,Plato (0059) - Phaedrus (012),"ὦ Φαῖδρέ τε καὶ Σώκρατες , οὐ χρὴ χαλεπαίνειν ἀλλὰ συγγιγνώσκειν , εἴ τινες μὴ ἐπιστάμενοι διαλέγεσθαι ἀδύνατοι ἐγένοντο ὁρίσασθαι τί ποτʼ ἔστιν ῥητορική , ἐκ δὲ τούτου τοῦ πάθους τὰ πρὸ τῆς τέχνης ἀναγκαῖα μαθήματα ἔχοντες ῥητορικὴν ᾠήθησαν ηὑρηκέναι , καὶ ταῦτα δὴ διδάσκοντες ἄλλους ἡγοῦνταί σφισιν τελέως ῥητορικὴν δεδιδάχθαι , τὸ δὲ ἕκαστα τούτων πιθανῶς λέγειν τε καὶ τὸ ὅλον συνίστασθαι , οὐδὲν ἔργον ὄν αὐτοὺς δεῖν παρʼ ἑαυτῶν τοὺς μαθητὰς σφῶν πορίζεσθαι ἐν τοῖς λόγοις ἀλλὰ μήν , ὦ Σώκρατες , κινδυνεύει γε τοιοῦτόν τι εἶναι τὸ τῆς τέχνης ἣν οὗτοι οἱ ἄνδρες ὡς ῥητορικὴν διδάσκουσίν τε καὶ γράφουσιν , καὶ ἔμοιγε δοκεῖς ἀληθῆ εἰρηκέναι ·",συγγιγνώσκειν;δοκεῖς,εἰρηκέναι,ἔμοιγε
832,Plato (0059) - Charmides (018),"τὰ μὲν οὖν ὁρώμενα τῆς ἰδέας , ὦ φίλε παῖ Γλαύκωνος , δοκεῖς μοι οὐδένα τῶν πρὸ σοῦ ἐν οὐδενὶ ὑποβεβηκέναι ·",δοκεῖς,ὑποβεβηκέναι,οὐδενὶ
833,Plato (0059) - Epistles (036),"ἐγὼ δὲ καὶ περὶ Λυκόφρονος καὶ τῶν ἄλλων τῶν παρὰ σοὶ ὄντων λέγω καὶ πάλαι καὶ νῦν τὸν αὐτὸν λόγον , ὅτι πρὸς τὸ διαλεχθῆναι καὶ φύσει καὶ τῇ μεθόδῳ τῶν λόγων πάμπολυ διαφέρεις αὐτῶν , καὶ οὐδεὶς αὐτῶν ἑκὼν ἐξελέγχεται , ὥς τινες ὑπολαμβάνουσιν , ἀλλʼ ἄκοντες . καὶ δοκεῖς μέντοι πάνυ μετρίως κεχρῆσθαί τε αὐτοῖς καὶ δεδωρῆσθαι .",δοκεῖς,κεχρῆσθαί,αὐτοῖς
834,Xenophon (0032) - Anabasis (006),"καὶ Τιμασίων προπίνων ἐδωρήσατο φιάλην τε ἀργυρᾶν καὶ τάπιδα ἀξίαν δέκα μνῶν . Γνήσιππος δέ τις *̓αθηναῖος ἀναστὰς εἶπεν ὅτι ἀρχαῖος εἴη νόμος κάλλιστος τοὺς μὲν ἔχοντας διδόναι τῷ βασιλεῖ τιμῆς ἕνεκα , τοῖς δὲ μὴ ἔχουσι διδόναι τὸν βασιλέα , ἵνα καὶ ἐγώ , ἔφη , ἔχω σοι δωρεῖσθαι καὶ τιμᾶν . ὁ δὲ Ξενοφῶν ἠπορεῖτο τί ποιήσει ·",διδόναι;διδόναι,διδόναι,ἔχουσι
835,Plato (0059) - Laws (034),"ἐγὼ δὲ τὰ μὲν τοιαῦτα τοῖς ἀσφαλὲς ἡγουμένοις εἶναι λέγειν περὶ θεῶν ἀφίημι λέγειν , τὸ δὲ τοσόνδε οἶδα , ὅτι πᾶν ζῷον , ὅσον αὐτῷ προσήκει νοῦν ἔχειν τελεωθέντι , τοῦτον καὶ τοσοῦτον οὐδὲν ἔχον ποτὲ φύεται ·",ἀφίημι;προσήκει,λέγειν;λέγειν;ἔχειν,ἡγουμένοις
836,Thucydides (0003) - History (001),"ᾧ γὰρ δοκεῖ μακρὰν ἀπεῖναι ἡ Λέσβος , τὴν ὠφελίαν αὐτῷ ἐγγύθεν παρέξει .",δοκεῖ;ἀπεῖναι,ἀπεῖναι,ᾧ
837,Herodotus (0016) - Histories (001),"ἱδρυθέντων δέ σφι ἱρῶν ξεινικῶν , μετέπειτα ὥς σφι ἀπέδοξε , ἔδοξέ δὲ τοῖσι πατρίοισι μοῦνον , χέασθαι θεοῖσι , ἐνδύντες τὰ ὅπλα ἅπαντες Καύνιοι ἡβηδόν , τύπτοντες δόρασι τὸν ἠέρα , μέχρι οὔρων τῶν Καλυνδικῶν εἵποντο , καὶ ἔφασαν ἐκβάλλειν τοὺς ξεινικοὺς θεούς .",ἔδοξέ,χέασθαι,θεοῖσι
838,Herodotus (0016) - Histories (001),""" κάρτα τε ἔδοξε τῷ , βουκόλῳ πρὸς τὰ παρεόντα εὖ λέγειν ἡ γυνή , καὶ αὐτίκα ἐποίεε ταῦτα ·",ἔδοξε,λέγειν,βουκόλῳ
839,Demosthenes (0014) - On the Crown (018),"ἀλλʼ ἐκεῖσʼ ἐπανέρχομαι . τί τὴν πόλιν , Αἰσχίνη , προσῆκε ποιεῖν ἀρχὴν καὶ τυραννίδα τῶν *̔ελλήνων ὁρῶσαν ἑαυτῷ κατασκευαζόμενον Φίλιππον ; ἢ τί τὸν σύμβουλον ἔδει λέγειν ἢ γράφειν τὸν *̓αθήνησιν ̔ καὶ γὰρ τοῦτο πλεῖστον διαφέρει ̓ ὃς συνῄδειν μὲν ἐκ παντὸς τοῦ χρόνου μέχρι τῆς ἡμέρας ἀφʼ ἧς αὐτὸς ἐπὶ τὸ βῆμʼ ἀνέβην , ἀεὶ περὶ πρωτείων καὶ τιμῆς καὶ δόξης ἀγωνιζομένην τὴν πατρίδα , καὶ πλείω καὶ χρήματα καὶ σώματʼ ἀνηλωκυῖαν ὑπὲρ φιλοτιμίας καὶ τῶν πᾶσι συμφερόντων ἢ τῶν ἄλλων *̔ελλήνων ὑπὲρ αὑτῶν ἀνηλώκασιν ἕκαστοι , ἑώρων δʼ αὐτὸν τὸν Φίλιππον , πρὸς ὃν ἦν ἡμῖν ὁ ἀγών , ὑπὲρ ἀρχῆς καὶ δυναστείας τὸν ὀφθαλμὸν ἐκκεκομμένον , τὴν κλεῖν κατεαγότα , τὴν χεῖρα , τὸ σκέλος πεπηρωμένον , πᾶν ὅ τι βουληθείη μέρος ἡ τύχη τοῦ σώματος παρελέσθαι , τοῦτο προϊέμενον , ὥστε τῷ λοιπῷ μετὰ τιμῆς καὶ δόξης ζῆν ; καὶ μὴν οὐδὲ τοῦτό γʼ οὐδεὶς ἂν εἰπεῖν τολμήσαι , ὡς τῷ μὲν ἐν Πέλλῃ τραφέντι , χωρίῳ ἀδόξῳ τότε γʼ ὄντι καὶ μικρῷ , τοσαύτην μεγαλοψυχίαν προσῆκεν ἐγγενέσθαι ὥστε τῆς τῶν *̔ελλήνων ἀρχῆς ἐπιθυμῆσαι καὶ τοῦτʼ εἰς τὸν νοῦν ἐμβαλέσθαι , ὑμῖν δʼ οὖσιν *̓αθηναίοις καὶ κατὰ τὴν ἡμέραν ἑκάστην ἐν πᾶσι καὶ λόγοις καὶ θεωρήμασι τῆς τῶν προγόνων ἀρετῆς ὑπομνήμαθʼ ὁρῶσι τοσαύτην κακίαν ὑπάρξαι , ὥστε τῆς ἐλευθερίας αὐτεπαγγέλτους ἐθελοντὰς παραχωρῆσαι Φιλίππῳ . οὐδʼ ἂν εἷς ταῦτα φήσειεν . λοιπὸν τοίνυν ἦν καὶ ἀναγκαῖον ἅμα πᾶσιν οἷς ἐκεῖνος ἔπραττʼ ἀδικῶν ὑμᾶς ἐναντιοῦσθαι δικαίως .",συμφερόντων;προσῆκεν;ὑπάρξαι,ἐγγενέσθαι;ἐπιθυμῆσαι;παραχωρῆσαι,ὑμῖν;Φιλίππῳ
840,Antiphon (0028) - Prosecution Of The Stepmother For Poisoning (001),"ἡ γὰρ τύχη καὶ αὐτοὶ οὗτοι ἠνάγκασαν ἐμοὶ πρὸς τούτους αὐτοὺς τὸν ἀγῶνα καταστῆναι , οὓς εἰκὸς ἦν τῷ μὲν τεθνεῶτι τιμωροὺς γενέσθαι , τῷ δʼ ἐπεξιόντι βοηθούς .",εἰκὸς,γενέσθαι,τεθνεῶτι
841,Xenophon (0032) - Hellenica (001),"ἐπεὶ δὲ ἐδόκουν τῷ *̓αγησιλάῳ πάνυ ἤδη θαρρεῖν , ἡμέρᾳ πέμπτῃ ἢ ἕκτῃ καὶ δεκάτῃ ἀφʼ ἧς εἰσέβαλε , θυσάμενος πρῲ διεπορεύθη πρὸ δείλης ἑξήκοντα καὶ ἑκατὸν στάδια ἐπὶ τὴν λίμνην περὶ ἣν τὰ βοσκήματα τῶν *̓ ακαρνάνων σχεδὸν πάντα ἦν , καὶ ἔλαβε παμπλήθη καὶ βουκόλια καὶ ἱπποφόρβια καὶ ἄλλα παντοδαπὰ βοσκήματα καὶ ἀνδράποδα πολλά .",ἐδόκουν,θαρρεῖν,*̓αγησιλάῳ;ἡμέρᾳ
842,Plato (0059) - Symposium (011),"ἐνθυμηθέντι γὰρ λέγεται κάλλιον τὸ ἐρᾶν λάθρᾳ , καὶ μάλιστα τῶν γενναιοτάτων καὶ ἀρίστων , κἂν αἰσχίους ἄλλων ὦσι , καὶ ὅτι αὖ ἡ παρακέλευσις τῷ ἐρῶντι παρὰ πάντων θαυμαστή , οὐχ ὥς τι αἰσχρὸν ποιοῦντι , καὶ ἑλόντι τε καλὸν δοκεῖ εἶναι καὶ μὴ ἑλόντι αἰσχρόν , καὶ πρὸς τὸ ἐπιχειρεῖν ἑλεῖν ἐξουσίαν ὁ νόμος δέδωκε τῷ ἐραστῇ θαυμαστὰ ἔργα ἐργαζομένῳ ἐπαινεῖσθαι , ἃ εἴ τις τολμῴη ποιεῖν ἄλλʼ ὁτιοῦν διώκων καὶ βουλόμενος διαπράξασθαι πλὴν τοῦτο , τὰ μέγιστα καρποῖτʼ ἂν ὀνείδη _ εἰ γὰρ ἢ χρήματα βουλόμενος παρά του λαβεῖν ἢ ἀρχὴν ἄρξαι ἤ τινα ἄλλην δύναμιν ἐθέλοι ποιεῖν οἷάπερ οἱ ἐρασταὶ πρὸς τὰ παιδικά , ἱκετείας τε καὶ ἀντιβολήσεις ἐν ταῖς δεήσεσιν ποιούμενοι , καὶ ὅρκους ὀμνύντες , καὶ κοιμήσεις ἐπὶ θύραις , καὶ ἐθέλοντες δουλείας δουλεύειν οἵας οὐδʼ ἂν δοῦλος οὐδείς , ἐμποδίζοιτο ἂν μὴ πράττειν οὕτω τὴν πρᾶξιν καὶ ὑπὸ φίλων καὶ ὑπὸ ἐχθρῶν , τῶν μὲν ὀνειδιζόντων κολακείας καὶ ἀνελευθερίας , τῶν δὲ νουθετούντων καὶ αἰσχυνομένων ὑπὲρ αὐτῶν _ τῷ δʼ ἐρῶντι πάντα ταῦτα ποιοῦντι χάρις ἔπεστι , καὶ δέδοται ὑπὸ τοῦ νόμου ἄνευ ὀνείδους πράττειν , ὡς πάγκαλόν τι πρᾶγμα διαπραττομένου ·",δοκεῖ;δέδωκε;ἐπαινεῖσθαι,ἐπιχειρεῖν;ἐπαινεῖσθαι,ἐραστῇ
843,Plato (0059) - Hippias Major (025),"οὐδαμῶς , φήσομεν , τὸ διὰ τοῦ ἑτέρου ὂν τοῦτο διʼ ἀμφοτέρων εἴη ἄν _ τοῦτο γὰρ δοκεῖς ἡμῖν λέγειν _ ἀλλʼ ἡμεῖς ἐλέγομεν ὅτι καὶ ἑκάτερον τούτων αὐτὸ καθʼ αὑτὸ τῶν ἡδέων καλὸν εἴη , καὶ ἀμφότερα .",δοκεῖς,λέγειν,ἡμῖν
844,Antiphon (0028) - On the Murder of Herodes (005),"ἐγὼ οὖν , ὦ ἄνδρες , αἰτήσομαι ὑμᾶς , οὐχ ἅπερ οἱ πολλοὶ τῶν ἀγωνιζομένων ἀκροᾶσθαι σφῶν αὐτῶν αἰτοῦνται , σφίσι μὲν αὐτοῖς ἀπιστοῦντες , ὑμῶν δὲ προκατεγνωκότες ἄδικόν τι _ εἰκὸς γὰρ ἐν ἀνδράσι γε ἀγαθοῖς καὶ ἄνευ τῆς αἰτήσεως τὴν ἀκρόασιν ὑπάρχειν τοῖς φεύγουσιν , οὗπερ καὶ οἱ διώκοντες ἔτυχον ἄνευ αἰτήσεως ·",εἰκὸς;ὑπάρχειν,ὑπάρχειν,φεύγουσιν
845,Plato (0059) - Republic (030),"τὰ δὲ δὴ τοῦ Κρόνου ἔργα καὶ πάθη ὑπὸ τοῦ ὑέος , οὐδʼ ἂν εἰ ἦν ἀληθῆ ᾤμην δεῖν ῥᾳδίως οὕτως λέγεσθαι πρὸς ἄφρονάς τε καὶ νέους , ἀλλὰ μάλιστα μὲν σιγᾶσθαι , εἰ δὲ ἀνάγκη τις ἦν λέγειν , διʼ ἀπορρήτων ἀκούειν ὡς ὀλιγίστους , θυσαμένους οὐ χοῖρον ἀλλά τι μέγα καὶ ἄπορον θῦμα , ὅπως ὅτι ἐλαχίστοις συνέβη ἀκοῦσαι .",συνέβη,ἀκοῦσαι,ἐλαχίστοις
846,Aeschines (0026) - The Speech on the Embassy (002),"καί μοι λαβὲ τὸ ψήφισμα καὶ ἀνάγνωθι τὸ Δημοσθένους , ἐν ᾧ φαίνεται γεγραφώς , τῇ μὲν προτέρᾳ τῶν ἐκκλησιῶν συμβουλεύειν τὸν βουλόμενον , τῇ δʼ ὑστέρᾳ τοὺς προέδρους ἐπιψηφίζειν τὰς γνώμας , λόγον δὲ μὴ προτιθέναι , ἐν ᾗ μέ φησιν αὐτὸς Φιλοκράτει συνειπεῖν . οὐκοῦν τὰ μὲν ψηφίσματα , ὡς ἐξ ἀρχῆς ἐγράφη , μένει , οἱ δὲ τῶν συκοφαντῶν λόγοι πρὸς τοὺς ἐφʼ ἡμέραν καιροὺς λέγονται .",συμβουλεύειν;προτιθέναι,ἐπιψηφίζειν,ὑστέρᾳ
847,Herodotus (0016) - Histories (001),"τὰ τότε οὐκ ἐνεδεκόμεθα , ἀλλʼ ἐπὶ διαβολῇ ἐδοκέομεν εἰπεῖν Καμβύσεα .",ἐδοκέομεν,εἰπεῖν,διαβολῇ
848,Herodotus (0016) - Histories (001),"εἰ μέν νυν ἢ μοῦνον *̓αριστόδημον ἀλγήσαντα ἀπονοστῆσαι ἐς Σπάρτην ἢ καὶ ὁμοῦ σφεων ἀμφοτέρων τὴν κομιδὴν γενέσθαι , δοκέειν ἐμοί , οὐκ ἄν σφι Σπαρτιήτας μῆνιν οὐδεμίαν προσθέσθαι ·",δοκέειν,ἀπονοστῆσαι;προσθέσθαι,σφι
849,Plato (0059) - Republic (030),"οἱ δέ , ἅτε οἰκίας τε καὶ συσσίτια κοινὰ ἔχοντες , ἰδίᾳ δὲ οὐδενὸς οὐδὲν τοιοῦτον κεκτημένου , ὁμοῦ δὴ ἔσονται , ὁμοῦ δὲ ἀναμεμειγμένων καὶ ἐν γυμνασίοις καὶ ἐν τῇ ἄλλῃ τροφῇ ὑπʼ ἀνάγκης οἶμαι τῆς ἐμφύτου ἄξονται πρὸς τὴν ἀλλήλων μεῖξιν . ἢ οὐκ ἀναγκαῖά σοι δοκῶ λέγειν ; οὐ γεωμετρικαῖς γε , ἦ δʼ ὅς , ἀλλʼ ἐρωτικαῖς ἀνάγκαις , αἳ κινδυνεύουσιν ἐκείνων δριμύτεραι εἶναι πρὸς τὸ πείθειν τε καὶ ἕλκειν τὸν πολὺν λεών .",δοκῶ,λέγειν,σοι
850,Aristophanes (0019) - Frogs (009),σὺ δʼ ἐς τὸ κακὸν ἀπόβλεπε . τύμβου δʼ ἐπʼ ὄχθῳ τῷδε κηρύσσω πατρὶ κλύειν ἀκοῦσαι ̓ .,κηρύσσω,κλύειν;ἀκοῦσαι,πατρὶ
851,Isaeus (0017) - On The Estate of Apollodorus (007),"καὶ τῶνδε ἐξῆν αὐτῷ κατὰ ταύτην τὴν συγγένειαν λαγχάνειν , ὄντι προτέρῳ ταύτης , εἴπερ τὰ πεπραγμένα μὴ κυρίως ἔχειν ἐνόμιζεν . ἀλλʼ οὐκ ἔστιν ἀναίσχυντος . μητρὸς δʼ οὐδείς ἐστιν ἐκποίητος , ἀλλʼ ὁμοίως ὑπάρχει τὴν αὐτὴν εἶναι μητέρα , κἂν ἐν τῷ πατρῴῳ μένῃ τις οἴκῳ κἂν ἐκποιηθῇ .",ἐξῆν;ὑπάρχει,λαγχάνειν,αὐτῷ;προτέρῳ
852,Demosthenes (0014) - Against Aristocrates (023),"τοῦτο τοίνυν ἐπʼ ἐκείνου μέν , εὖ ποιοῦν , οὐ συνέβη φενακισθεῖσιν ὑμῖν αἰσχύνην ὀφλεῖν ·",συνέβη,ὀφλεῖν,ὑμῖν
853,Plato (0059) - Charmides (018),"οὗτοι γὰρ ἐπιστημόνως ζῶντες οὐχ ὁμολογοῦνται παρὰ σοῦ εὐδαίμονες εἶναι , ἀλλὰ περί τινων ἐπιστημόνως ζῶντα σὺ δοκεῖς μοι ἀφορίζεσθαι τὸν εὐδαίμονα .",δοκεῖς,ἀφορίζεσθαι,μοι
854,Sophocles (0011) - Electra (005),"φέρω γὰρ ἡδονάς τε κἀνάπαυλαν ὧν πάροιθεν εἶχες καὶ κατέστενες κακῶν πόθεν δʼ ἂν εὕροις τῶν ἐμῶν σὺ πημάτων ἄρηξιν , οἷς ἴασιν οὐκ ἔνεστʼ ἰδεῖν ; πάρεστʼ *̓ορέστης ἡμίν , ἴσθι τοῦτʼ ἐμοῦ κλύουσʼ , ἐναργῶς , ὥσπερ εἰσορᾷς ἐμέ .",ἔνεστʼ,ἰδεῖν,οἷς
